Tier,Gene,Homo_sapiens,Macaca_mulatta,Mus_musculus,Rattus_norvegicus,Ailuropoda_melanoleuca,Aotus_nancymaae,Bos_taurus,Callithrix_jacchus,Camelus_dromedarius,Canis_lupus_familiaris,Capra_hircus,Cavia_porcellus,Ceratotherium_simum_simum,Cercocebus_atys,Chinchilla_lanigera,Chlorocebus_sabaeus,Chrysochloris_asiatica,Condylura_cristata,Cricetulus_griseus,Dasypus_novemcinctus,Dipodomys_ordii,Echinops_telfairi,Elephantulus_edwardii,Eptesicus_fuscus,Equus_caballus,Erinaceus_europaeus,Felis_catus,Galeopterus_variegatus,Gorilla_gorilla_gorilla,Heterocephalus_glaber,Ictidomys_tridecemlineatus,Jaculus_jaculus,Loxodonta_africana,Macaca_fascicularis,Macaca_nemestrina,Mandrillus_leucophaeus,Manis_javanica,Mesocricetus_auratus,Microcebus_murinus,Microtus_ochrogaster,Miniopterus_natalensis,Monodelphis_domestica,Mustela_putorius_furo,Nannospalax_galili,Nomascus_leucogenys,Ochotona_princeps,Octodon_degus,Odobenus_rosmarus_divergens,Orcinus_orca,Oryctolagus_cuniculus,Otolemur_garnettii,Ovis_aries,Pan_paniscus,Pan_troglodytes,Papio_anubis,Pongo_abelii,Propithecus_coquereli,Pteropus_vampyrus,Rhinopithecus_roxellana,Rousettus_aegyptiacus,Saimiri_boliviensis_boliviensis,Sorex_araneus,Sus_scrofa,Trichechus_manatus_latirostris,Tupaia_chinensis,Tursiops_truncatus
1,DRD4,nm_000797.3,nm_001289897.1,nm_007878.2,nm_012944.2,xm_011236848.1,xm_012456021.1,nm_174043.2,xm_002753067.3,xm_010999243.1,xm_014113173.1,,xm_003461283.3,xm_004436602.1,xm_012040988.1,xm_013502972.1,xm_007990850.1,xm_006833833.1,xm_012729932.1,xm_007620898.1,xm_004481173.2,xm_013009617.1,xm_004708932.1,xm_006893346.1,xm_008159612.1,xm_005598492.1,xm_007536792.1,nm_001039955.1,xm_008580171.1,,xm_013074630.1,xm_005341650.1,xm_004654168.1,xm_003423244.1,xm_005579675.1,xm_011762291.1,xm_011993827.1,,xm_005064212.2,xm_012787562.1,xm_005351511.1,,xm_007494791.1,nm_001310167.1,xm_008842863.1,xm_003281326.3,xm_012930968.1,xm_004638040.1,xm_004403769.1,xm_004278149.1,xm_008261225.1,xm_003802777.1,xm_012118802.1,xm_008959903.1,nm_001033928.1,xm_009185217.1,xm_002821342.2,xm_012651936.1,xm_011365426.1,xm_010355901.1,,xm_010331184.1,xm_004603127.1,xm_003122390.2,xm_004389412.1,xm_006151032.1,
1,ETV5,nm_004454.2,nm_001194388.1,nm_023794.2,nm_001107082.1,xm_011233990.1,xm_012470817.1,nm_001192834.1,xm_009002339.1,xm_010976158.1,xm_005639799.2,nm_001288818.1,xm_003477070.3,xm_004444024.1,xm_012034377.1,xm_013513339.1,xm_007971836.1,xm_006869756.1,xm_004675066.2,xm_007622960.1,xm_004473722.2,xm_013034807.1,xm_004713420.2,xm_006884098.1,xm_008157564.1,xm_005610793.1,xm_007519775.1,xm_011285579.1,xm_008577879.1,xm_004033235.1,xm_004834838.2,xm_005331011.2,xm_004654304.1,xm_003412901.2,nm_001285114.1,xm_011738669.1,xm_011981892.1,,xm_005071620.2,xm_012789673.1,xm_013351677.1,,xm_007483708.1,xm_004745196.2,xm_008823623.1,xm_003256599.3,xm_004591244.2,xm_004640878.1,xm_004413400.2,xm_004278459.1,nm_001082661.1,xm_003792724.2,xm_012097653.1,xm_003806618.2,nm_001280288.1,xm_003894707.2,xm_002814376.2,xm_012641836.1,xm_011382037.1,xm_010376601.1,,xm_003926981.2,xm_004603030.1,nm_001243025.1,xm_004382254.2,xm_006150646.1,
1,FAAH,nm_001441.2,,nm_010173.4,nm_024132.3,,xm_012434602.1,nm_001099102.2,xm_008980306.1,xm_010984695.1,xm_539627.5,xm_005678506.1,xm_003462484.3,,xm_012078851.1,xm_013521588.1,xm_007978898.1,xm_006839720.1,xm_004678961.2,,xm_004462764.2,xm_013016794.1,xm_013003856.1,xm_006898977.1,xm_008139354.1,,,,xm_008566446.1,,xm_004872961.2,xm_005317990.2,xm_004672151.1,xm_010595377.1,,xm_011764058.1,xm_011974284.1,,xm_005072074.2,,xm_005371484.1,,,xm_004740397.2,xm_008828512.1,xm_003259027.2,xm_004599436.1,xm_004639171.1,xm_004400576.1,xm_004285766.1,,xm_003801418.2,,xm_008965209.1,xm_513144.5,xm_003891815.2,xm_003780699.2,xm_012648951.1,xm_011367634.1,xm_010363025.1,,xm_010347389.1,xm_004620555.1,nm_213914.1,xm_004371784.1,,
1,FOS,nm_005252.3,nm_001098399.1,nm_010234.2,nm_022197.2,,xm_012438151.1,nm_182786.2,xm_002754121.2,xm_010976475.1,xm_547914.5,,xm_003472432.3,,xm_012084591.1,xm_005409369.2,xm_007987321.1,xm_006865515.1,xm_004681681.2,nm_001246683.1,xm_004455179.1,xm_013017813.1,xm_004699042.1,xm_006884667.1,xm_008138815.1,xm_001491972.3,xm_007532206.1,nm_001009341.1,xm_008590489.1,,nm_001310255.1,xm_005321248.1,xm_004649400.2,xm_010588911.1,,xm_011765515.1,xm_011993785.1,,xm_005086369.2,xm_012742250.1,xm_005343370.1,,xm_001371283.2,xm_004739234.2,,xm_003260767.3,xm_004584387.2,xm_004624869.2,xm_004399347.2,xm_004262254.2,,xm_003786922.2,nm_001166182.1,xm_003824184.2,nm_001098421.1,xm_003908451.2,xm_002824950.3,xm_012656153.1,xm_011370841.1,xm_010382670.1,,xm_003924564.2,xm_004610219.2,nm_001123113.1,xm_004371055.2,,
1,FOSB,nm_001114171.1,nm_001260911.1,xm_006539543.2,nm_001256509.1,,xm_012446601.1,nm_001102248.1,xm_002759923.3,xm_010987584.1,nm_001013844.1,,xm_003464580.3,,xm_012071568.1,xm_013508712.1,xm_007997205.1,xm_006871335.1,xm_004694199.2,xm_007615526.1,xm_004481551.2,xm_013032656.1,xm_004715092.1,xm_006901235.1,xm_008158344.1,xm_001491972.3,xm_007532206.1,xm_003984367.3,xm_008577752.1,,xm_004873189.1,xm_005338224.2,xm_004670359.1,xm_003406578.2,,xm_011751340.1,xm_011970257.1,,xm_005086303.2,xm_012761428.1,xm_005370283.1,,,xm_013064099.1,,xm_003277578.2,xm_004598034.1,xm_004644302.1,xm_012562578.1,xm_004271163.2,,xm_012811228.1,xm_004005788.2,xm_003817525.2,nm_001098421.1,xm_003908451.2,xm_002829408.3,xm_012653454.1,xm_011367950.1,xm_010377480.1,,xm_010350954.1,xm_004607736.1,xm_013996246.1,xm_004381580.1,,
1,GABRG1,nm_173536.3,nm_001261778.1,nm_010252.4,nm_080586.1,xm_011217517.1,xm_012441179.1,nm_001101250.1,xm_008984393.1,xm_010980338.1,xm_003639456.3,,xm_003471563.3,,xm_012028798.1,xm_005391906.2,xm_008017500.1,xm_006877251.1,xm_004681317.2,xm_007634140.1,xm_012525185.1,xm_013008977.1,xm_004706268.1,xm_006894172.1,xm_008140268.1,xm_001503397.4,xm_007539675.1,,xm_008586212.1,,xm_004849778.1,xm_005319963.1,xm_004658841.1,xm_003411326.2,nm_001287622.1,xm_011751222.1,xm_011971620.1,,xm_005080799.2,xm_012753006.1,xm_005359305.1,,xm_001379952.3,xm_004764906.2,xm_008837687.1,xm_003258400.3,xm_004579126.2,xm_012512587.1,xm_004417060.1,xm_004268306.1,xm_002709283.2,xm_003794584.2,,xm_003816031.1,xm_001137132.3,xm_003898641.2,nm_001133931.2,xm_012639889.1,xm_011362806.1,xm_010368560.1,,xm_003933657.2,xm_012932617.1,xm_003128952.5,xm_004389027.1,xm_006162884.1,xm_004319716.1
1,GNB2L1,nm_006098.4,,nm_008143.3,nm_130734.2,,xm_012451538.1,nm_001206608.1,xm_008989026.1,xm_010997889.1,xm_005626280.2,,xm_003472186.3,,xm_012070810.1,xm_005410096.2,xm_008015591.1,xm_006877391.1,xm_012733292.1,xm_007644558.1,xm_012529051.1,xm_013030974.1,xm_004697167.1,xm_006898173.1,xm_008158656.1,nm_001242446.1,xm_007527148.1,,xm_008581509.1,,xm_004875125.2,xm_005340890.1,xm_004657469.1,xm_010593030.1,,xm_011745042.1,xm_011976763.1,,xm_005071975.2,,xm_005350198.2,,,xm_004780199.2,,xm_003279578.3,xm_004586270.2,xm_004641764.2,xm_004413494.2,xm_004277640.2,,xm_003800179.2,nm_001281479.1,xm_008956900.1,,xm_003900658.2,xm_009245120.1,xm_012654658.1,xm_011362144.1,xm_010384641.1,,xm_010332733.1,xm_004615306.2,nm_214332.1,xm_004387172.2,,
1,HIF1A,nm_001243084.1,nm_001194287.1,nm_001313920.1,nm_024359.1,xm_002930384.1,xm_012439652.1,nm_174339.3,xm_008979510.1,xm_010976674.1,nm_001287163.1,nm_001285728.1,xm_003472501.3,xm_004436967.1,xm_012062034.1,xm_013521981.1,xm_007986903.1,xm_006864576.1,xm_004681805.1,xm_003512471.1,xm_004459739.2,xm_013015682.1,xm_013003654.1,xm_006891786.1,xm_008138974.1,xm_001495453.2,xm_007519026.1,xm_003993258.1,xm_008566119.1,xm_004047089.1,nm_001310267.1,xm_013357468.1,xm_012949209.1,xm_010588680.1,nm_001283896.1,xm_011727585.1,xm_011978326.1,,xm_013115411.1,xm_012777649.1,xm_005343208.2,,xm_001364686.2,xm_004738887.2,xm_008843636.1,xm_003267781.3,xm_004597627.2,xm_004624804.1,xm_004411877.2,xm_004262104.1,nm_001082782.1,xm_012807982.1,xm_004016471.1,xm_003831627.2,xm_009460380.1,xm_003901896.2,nm_001133503.1,xm_012656162.1,xm_011384682.1,xm_010354649.1,,xm_010335137.1,xm_004612374.1,nm_001123124.1,xm_004370928.2,xm_006157905.1,xm_004325018.1
1,LAMP1,nm_005561.3,nm_001260808.1,nm_008095.4,nm_012857.2,,xm_012470676.1,nm_001075124.2,,xm_010982818.1,xm_534193.5,,xm_003477500.3,,xm_012075669.1,xm_005373950.2,xm_007960989.1,xm_006851520.1,xm_012730247.1,nm_001246830.1,xm_004450744.2,xm_013022835.1,xm_004702437.1,xm_006883808.1,xm_008143913.1,,,nm_001163655.1,xm_008572928.1,,xm_004858503.2,xm_013360801.1,xm_012950483.1,xm_010594042.1,nm_001287729.1,xm_011757333.1,xm_011979430.1,,xm_013122442.1,,xm_005366265.2,,,xm_013053030.1,,xm_004088169.2,xm_012926327.1,xm_004633077.1,xm_004412258.2,xm_012534406.1,,xm_012811507.1,,xm_008957494.1,nm_001246562.1,xm_003914090.2,xm_009248806.1,xm_012662834.1,xm_011379520.1,xm_010360062.1,,xm_010338894.1,xm_012935653.1,nm_001011507.1,xm_004382955.1,,
1,MAPK10,xm_005263131.2,,nm_001081567.2,nm_001270556.1,xm_011218521.1,xm_012437677.1,nm_001192974.1,,xm_010983132.1,xm_854836.4,,xm_013151884.1,xm_004430919.1,xm_012040190.1,xm_013502786.1,xm_007999146.1,xm_006867740.1,xm_004681142.2,xm_007623050.1,xm_004472696.2,xm_013020133.1,xm_004703249.1,xm_006885244.1,xm_008143582.1,xm_001914899.2,,,xm_008588059.1,,xm_004870519.2,xm_005341740.2,xm_004661591.1,xm_010594076.1,,xm_011737777.1,xm_011996177.1,,xm_013117953.1,xm_012744559.1,xm_005359573.2,,xm_001362184.2,xm_013058075.1,xm_008834119.1,xm_003265855.2,xm_004590595.2,xm_004629172.2,xm_004391549.2,xm_012538924.1,,xm_012805361.1,xm_012180302.1,,nm_001034089.2,xm_009207129.1,xm_009240174.1,xm_012647222.1,xm_011356389.1,xm_010370614.1,,xm_010334763.1,xm_004614343.1,xm_013979062.1,xm_004390409.1,xm_006143294.1,
1,MBP,nm_001025081.1,,nm_207553.2,nm_001025291.1,,xm_012465433.1,nm_001206674.1,,xm_010997521.1,xm_005615296.2,,xm_003463324.3,,xm_012083549.1,xm_005373102.2,xm_008013743.1,xm_006874539.1,,xm_007634265.1,xm_012526889.1,xm_013026127.1,xm_004711352.1,xm_006897232.1,xm_008160368.1,,,,xm_008578790.1,,xm_013078552.1,xm_013362436.1,xm_004662644.1,xm_003406256.1,nm_001283806.1,xm_011754021.1,xm_011993084.1,,xm_013123837.1,xm_012746959.1,xm_005356318.2,,nm_001171836.1,xm_013052825.1,,xm_012506188.1,xm_004579419.1,xm_004640194.1,xm_004414670.1,xm_012536792.1,,xm_012804281.1,,xm_003818412.2,nm_001243070.1,,nm_001133619.1,xm_012648881.1,xm_011375886.1,xm_010355240.1,,xm_003925981.2,xm_004604463.1,nm_001001546.2,xm_004387311.1,,
1,NFIB,nm_001190737.1,,xm_006537654.2,nm_031566.1,,xm_012453513.1,nm_001076104.2,xm_008989968.1,xm_010988175.1,xm_014117764.1,,xm_013155050.1,,xm_012056413.1,xm_013516302.1,xm_007969219.1,xm_006864487.1,xm_004677666.2,xm_007642348.1,xm_012526168.1,xm_013020810.1,xm_004706534.1,xm_006881292.1,xm_008145018.1,,,,xm_008579235.1,,xm_004838297.1,xm_005327988.2,xm_004658444.1,xm_003407677.2,nm_001284997.1,xm_011753774.1,xm_011990843.1,,xm_013122064.1,xm_012769632.1,xm_005352674.2,,xm_003341713.2,xm_004765742.1,xm_008855449.1,xm_003260428.3,xm_004581096.2,xm_004631713.2,xm_012563643.1,xm_004276125.1,,xm_012813747.1,nm_001267887.1,xm_003822628.2,,xm_009193135.1,xm_009244444.1,xm_012665039.1,xm_011365297.1,xm_010354678.1,,xm_003928156.2,xm_004600159.1,xm_005660096.2,xm_012554698.1,,
1,NR3C1,nm_000176.2,nm_001278456.1,xm_006525658.1,nm_012576.2,,xm_012460369.1,xm_005209531.2,xm_008986391.1,xm_010982170.1,xm_535225.5,,xm_013140806.1,xm_004420901.1,xm_012090636.1,xm_005380694.2,xm_008014820.1,xm_006873266.1,xm_004686838.2,xm_003496140.1,xm_012523002.1,xm_013020387.1,xm_004696693.2,xm_006891113.1,xm_008140888.1,nm_001195191.1,xm_007519000.1,nm_001305031.1,xm_008593132.1,,xm_013075729.1,xm_005324221.2,xm_004664709.1,xm_003404576.2,nm_001319551.1,xm_011716173.1,xm_011983684.1,,xm_013112728.1,xm_012748915.1,xm_013349509.1,,xm_007494951.1,xm_004744720.2,xm_008844912.1,xm_012505039.1,xm_004586513.2,xm_012517513.1,xm_004413504.2,xm_004280216.2,nm_001082147.1,xm_012808729.1,xm_012177591.1,xm_003815857.2,nm_001135613.1,nm_001164590.1,xm_009241140.1,xm_012645780.1,xm_011367456.1,xm_010388282.1,,xm_003920554.2,xm_004611095.2,xm_005652952.2,xm_004381137.2,xm_006162513.1,
1,NR4A1,nm_001202233.1,nm_001266910.2,xm_006520456.1,xm_006242356.2,,xm_012450244.1,nm_001075911.1,xm_003733180.1,xm_010993392.1,xm_014108246.1,nm_001285652.1,xm_013159324.1,xm_004424285.1,xm_012048206.1,xm_005411925.2,xm_008003312.1,xm_006870018.1,xm_012732504.1,xm_003513002.2,xm_004460939.2,xm_013018864.1,xm_004711367.1,xm_006883849.1,xm_008140699.1,nm_001081851.1,xm_007539975.1,nm_001024231.1,xm_008566131.1,,xm_004862915.2,xm_013358495.1,xm_004649851.1,xm_010596752.1,xm_005573208.1,xm_011728906.1,xm_012002354.1,,xm_005067267.2,xm_012762894.1,xm_005353862.2,,xm_007489305.1,xm_004774704.2,xm_008839990.1,xm_003252116.3,xm_004583201.1,xm_004637842.1,xm_012562525.1,xm_012534608.1,nm_001082000.1,xm_003790398.2,xm_012136989.1,xm_008956459.1,xm_009425361.1,xm_003906400.2,nm_001132073.1,xm_012653752.1,xm_011382347.1,xm_010373991.1,,xm_010349836.1,xm_004601491.1,xm_013990552.1,xm_004388353.1,xm_006153549.1,xm_004312825.1
